0.016624,0.021593,0.88384,0.083281,0.26949,0.0057184,0.10562,0.034205,0.125,0.014966,0.064807,0.10744,0.005202,0.044032,0.09108,0.011174,0.15613,0.67045,0.33378,0.54911
0.028629,0.032727,0.64731,0.26562,0.2133,0.063974,0.33483,0.014085,0.34856,0.0081633,0.10358,0.097182,0.045013,0.061859,0.10615,0.020689,0.15613,0.65838,0.3459,0.613
0.030336,0.035627,0.43519,0.40694,0.17016,0.083989,0.17978,0.038229,0.30529,0.014966,0.087405,0.067831,0.052999,0.075036,0.083129,0.034932,0.15613,0.65554,0.35532,1
0.03831,0.042894,0.39057,0.42145,0.15077,0.10615,0.26742,0.066398,0.27163,0.014966,0.087264,0.063908,0.054866,0.05182,0.077839,0.025595,0.15613,0.67614,0.37281,0.69514
0.041517,0.04515,0.4899,0.31861,0.14919,0.099714,0.15955,0.06841,0.28606,0.013605,0.085883,0.085072,0.036934,0.072304,0.093275,0.027771,0.15613,0.66548,0.40915,0.71066
0.050697,0.052738,0.57407,0.31041,0.20696,0.074339,0.41573,0.12676,0.47596,0.0040816,0.11758,0.12133,0.038067,0.090611,0.13116,0.024469,0.16862,0.66903,0.44684,0.73896
0.04493,0.04805,0.15657,0.60946,0.064503,0.21909,0.031461,0.20926,0.098558,0.027211,0.086081,0.031313,0.082314,0.044438,0.034459,0.051811,0.16862,0.68466,0.51144,0.69332
0.044224,0.046029,0.14983,0.62524,0.059755,0.25089,0.053933,0.44266,0.11779,0.087075,0.090392,0.045007,0.078,0.041449,0.039265,0.044384,0.16862,0.74503,0.55047,0.62578
0.037339,0.041165,0.617,0.24606,0.12584,0.088992,0.042697,0.21328,0.13942,0.053061,0.063905,0.089222,0.017014,0.031963,0.05435,0.019736,0.16862,0.78338,0.67026,0.63855
0.022156,0.02423,0.12879,0.67571,0.015433,0.35525,0,0.72435,0.0096154,0.25306,0.098112,0.03252,0.09431,0.030745,0.017091,0.053104,0.16862,0.88565,0.66487,0.58744
0.014888,0.018429,0.34343,0.44858,0.072418,0.15368,0.0044944,0.34608,0.014423,0.13333,0.053677,0.035198,0.047767,0.014247,0.021765,0.030224,0.17799,0.9027,0.65276,0.43045
0.0067675,0.011221,0.23737,0.51672,0.056193,0.17012,0.011236,0.36016,0.012019,0.12653,0.045337,0.015543,0.053458,0.0080461,0.019161,0.024938,0.17799,0.87926,0.61507,0.4341
0,0,0.51226,0.064984,0.38544,0.022159,0.0044944,0.34608,0.019231,0.13878,0.086193,0.14219,0.0045594,0.036208,0.10759,0.0046886,0.17799,0.98438,0.607,0.37021
